web-scraper-order,web-scraper-start-url,get_more_details,get_more_details-href,pages,name,dates,updated,address,city,state,zip,image-src,fulladdress,attendance,exibitors,promotor,showrating
"1672474108-439","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/12564/Mcminnville-Oregon/Festivals/Turkey-Rama","https://festivalnet.com/fairs-festivals/Oregon?page=6","Turkey Rama","July 2023","Updated 6/21/2022","Downtown McMinnville","Mcminnville","OR","97128","/festival-community/image.php?mode=fno_event_image&band_id=12564&fno_event_id=12564&width=480&height=crop&theme=Sage","198 NE 3rd Street, Mcminnville, OR 97128","carnival,  vendors,  live music","30,000
					
# Food Booths: 20","McMinnville Area Chamber of Commerce","null"
"1672474111-440","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/12430/Veneta-Oregon/Festivals/Oregon-Country-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","Oregon Country Fair","July 7 -  9, 2023","Updated 10/11/2022","Oregon Country Fairgrounds","Veneta","OR","97487","/festival-community/image.php?mode=fno_event_image&band_id=12430&fno_event_id=12430&width=480&height=crop&theme=Sage","24207 Or‑126, Veneta, OR 97487","30,000
					
# Food Booths: 80","750
					
Juried: yes
					
Prize Money: na","Oregon Country Fair","null"
"1672474114-441","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/33640/Salem-Oregon/Festivals/Marion-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","Marion County Fair","July 7 -  9, 2023","Updated 10/11/2022","Oregon State Fair Grounds","Salem","OR","97301","/festival-community/image.php?mode=fno_event_image&band_id=66169&fno_event_id=33640&width=480&height=crop&theme=Sage","2330 17th Street NE, Salem, OR 97301","26,000
					
# Food Booths: 12","Tbd
					
Juried: no
					
Prize Money: na","Marion County Fair","null"
"1672474117-442","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30616/Nyssa-Oregon/Festivals/Thunderegg-Days-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","Thunderegg Days & Festival","July 2023","Updated 6/27/2022","South Park","Nyssa","OR","97913","/festival-community/image.php?mode=fno_event_image&band_id=255059&fno_event_id=30616&width=480&height=crop&theme=Sage","500‑504 N 8th Street, Nyssa, OR 97913","car show,  sidewalk chalk art contest","2,500
					
# Food Booths: 15","Nyssa Chamber of Commerce & Agriculture","null"
"1672474120-443","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/91118/Klamath-Falls-Oregon/Festivals/Klamath-Freedom-Days","https://festivalnet.com/fairs-festivals/Oregon?page=6","Klamath Freedom Days","June - July 2023","Updated 6/23/2022","Various Locations","Klamath Falls","OR","97603","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=VendorEvent%2Fdefault2.jpg","2809 Avalon St, Klamath Falls, OR 97603","na
					
Juried: no
					
Prize Money: na","Art & Craft: na
					
Music: na
					
Food: na","Klamath Freedom Celebration","null"
"1672474123-444","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24000/Philomath-Oregon/Festivals/Philomath-Frolic-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=6","Philomath Frolic & Rodeo","July 6 -  8, 2023","Updated 11/9/2022","Skirvin Park, Home of the Philomath Frolic & Rodeo","Philomath","OR","97370","/festival-community/image.php?mode=fno_event_image&band_id=127995&fno_event_id=24000&width=480&height=crop&theme=Sage","502 S. 13th Street, Philomath, OR 97370","carnival,  parade,  professional lumberjack competition","5,000
					
# Food Booths: 9","Philomath Frolic & Rodeo, Inc.","null"
"1672474129-445","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/89526/Central-Point-Oregon/Holiday-Celebrations/BoomFest","https://festivalnet.com/fairs-festivals/Oregon?page=5","BoomFest","July 4, 2023","Updated 11/29/2022","Jackson County Expo","Central Point","OR","97502","/festival-community/image.php?mode=fno_event_image&band_id=8510&fno_event_id=89526&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","fireworks","19,000
					
# Food Booths: 10","Jackson County Fairgrounds","null"
"1672474131-446","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26877/Boardman-Oregon/Holiday-Celebrations/Boardman-Thunder-Fourth-of-July-Celebration","https://festivalnet.com/fairs-festivals/Oregon?page=5","Boardman Thunder Fourth of July Celebration","July 2023","Updated 6/23/2022","Boardman Marina Park","Boardman","OR","97818","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HolidaySeasonal%2F4th+of+july%2Cindependence+day%2Cfreedom+fest%2Cfourth+fest%2Cfourth+of+july%2Cjuly+fourth8.jpg","1 Marine Drive Northeast, Boardman, OR 97818","youth soccer,  3 on 3 basketball,  horshoe tournaments,  kids carnival,  parade","1,500
					
# Food Booths: tba","Boardman Chamber of Commerce","null"
"1672474134-447","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26082/Coos-Bay-Oregon/Holiday-Celebrations/Coos-Bay-Fourth-of-July-in-Mingus-Park","https://festivalnet.com/fairs-festivals/Oregon?page=5","Coos Bay Fourth of July in Mingus Park","July 2023","Updated 6/7/2022","Mingus Park","Coos Bay","OR","97420","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HolidaySeasonal%2F4th+of+july%2Cindependence+day%2Cfreedom+fest%2Cfourth+fest%2Cfourth+of+july%2Cjuly+fourth4.jpg","725 North 10th Street, Coos Bay, OR 97420","walk with the mayor,  fire cracker fun run,  face painting,","6,000
					
# Food Booths: tba","Coos Bay Fourth of July in Mingus Park","null"
"1672474137-448","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23999/Ashland-Oregon/Holiday-Celebrations/Ashland-Fourth-of-July-Parade","https://festivalnet.com/fairs-festivals/Oregon?page=5","Ashland Fourth of July Parade","July 2023","Updated 6/3/2022","Downtown and Lithia Park","Ashland","OR","97520","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HolidaySeasonal%2F4th+of+july%2Cindependence+day%2Cfireworks%2Cfreedom+fest%2Cfourth+fest%2Cfourth+of+july%2Cjuly+fourth6.jpg","17 Winburn Way, Ashland, OR 97520","parade","20,000
					
# Food Booths: Local","Ashland Chamber of Commerce","null"
"1672474140-449","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30613/Creswell-Oregon/Holiday-Celebrations/Creswell-Fourth-of-July-Celebration","https://festivalnet.com/fairs-festivals/Oregon?page=5","Creswell Fourth of July Celebration","July 2023","Updated 3/29/2022","Holt Park","Creswell","OR","97426","/festival-community/image.php?mode=fno_event_image&band_id=57378&fno_event_id=30613&width=480&height=crop&theme=Sage","200 Harvey Road, Creswell, OR 97426","pancake breakfast,  parade,  fireworks","10,000
					
# Food Booths: 18","Creswell Chamber of Commerce","null"
"1672474143-450","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/44633/Prineville-Oregon/Holiday-Celebrations/Old-Fashion-Fourth-of-July","https://festivalnet.com/fairs-festivals/Oregon?page=5","Old Fashion Fourth of July","July 2023","Updated 6/21/2022","Ochoco Creek Park","Prineville","OR","97754","/festival-community/image.php?mode=fno_event_image&band_id=552929&fno_event_id=44633&width=480&height=crop&theme=Sage","296 S. Main Street, Prineville, OR 97754","4,000
					
# Food Booths: 25","40
					
Juried: no
					
Prize Money: na","Crook County Parks and Recreation District","null"
"1672474146-451","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/6418/Bend-Oregon/Holiday-Celebrations/Bend-Old-Fashioned-July-Fourth-Pet-Parade-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=5","Bend Old Fashioned July Fourth Pet Parade & Festival","July 2023","Updated 6/23/2022","Drake Park","Bend","OR","97701","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HolidaySeasonal%2F4th+of+july%2Cindependence+day%2Cfreedom+fest%2Cfourth+fest%2Cfourth+of+july%2Cjuly+fourth3.jpg","777 NW Riverside Drive, Bend, OR 97701","pet parade,  old‑fashioned games,  live music","15,000
					
# Food Booths: tba","Bend Park and Recreation District","null"
"1672474148-452","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/73475/The-Dalles-Oregon/Holiday-Celebrations/Fort-Dalles-Fourth-Fireworks","https://festivalnet.com/fairs-festivals/Oregon?page=5","Fort Dalles Fourth Fireworks","July 2023","Updated 6/14/2022","Lewis & Clark Park & Downtown","The Dalles","OR","97058","/festival-community/image.php?mode=fno_event_image&band_id=554311&fno_event_id=73475&width=480&height=crop&theme=Sage","Downtown, The Dalles, OR 97058","2,500
					
# Food Booths: Local","na
					
Juried: no
					
Prize Money: na","Fort Dalles Fourth","null"
"1672474151-453","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/5797/Independence-Oregon/Family-Kids-Festivals/Independence-Days","https://festivalnet.com/fairs-festivals/Oregon?page=5","Independence Days","July 2023","Updated 6/8/2022","Riverview Park","Independence","OR","97351","/festival-community/image.php?mode=fno_event_image&band_id=288872&fno_event_id=5797&width=480&height=crop&theme=Sage","144 Main Street, Independence, OR 97351","children's games,  fireworks,  parade","15,000
					
# Food Booths: 10‑20","Independence Days Commission","null"
"1672474154-454","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/4456/Portland-Oregon/Blues-Festivals/Waterfront-Blues-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=5","Waterfront Blues Festival","July 2023","Updated 5/17/2022","Tom McCall Waterfront Park","Portland","OR","97201","/festival-community/image.php?mode=fno_event_image&band_id=4456&fno_event_id=4456&width=480&height=crop&theme=Sage","1400 SW Naito Parkway, Portland, OR 97201","workshops,  blues cruise,  July 4 fireworks,  zydeco and swing dances","80,000
					
# Food Booths: tba","Waterfront Blues Production LLC","null"
"1672474157-455","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30612/Saint-Paul-Oregon/Festivals/Saint-Paul-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=5","Saint Paul Rodeo","June - July 2023","Updated 5/4/2020","Rodeo Grounds","Saint Paul","OR","97137","/festival-community/image.php?mode=fno_event_image&band_id=85780&fno_event_id=30612&width=480&height=crop&theme=Sage","20025 4th Street, Saint Paul, OR 97137","na","26,000
					
# Food Booths: tba","Saint Paul Rodeo","null"
"1672474160-456","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/49403/Newport-Oregon/State-Fairs/Lincoln-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=5","Lincoln County Fair","July 2023","Updated 6/8/2022","Lincoln County Commons","Newport","OR","97365","/festival-community/image.php?mode=fno_event_image&band_id=285911&fno_event_id=49403&width=480&height=crop&theme=Sage","633 NE 3rd Street, Newport, OR 97365","contests,  games,  animals,  demos,  rodeo events,  4‑h fair plus more","20,000
					
# Food Booths: 12","Lincoln County Fair ‑ Oregon","null"
"1672474162-457","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/93663/Portland-Oregon/Wine-Beer-Events/Portland-Craft-Beer-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=5","Portland Craft Beer Festival","July 2023","Updated 6/3/2022","The Fields Park","Portland","OR","97209","/festival-community/image.php?mode=fno_event_image&band_id=621432&fno_event_id=93663&width=480&height=crop&theme=Sage","1099 NW Overton Street, Portland, OR 97209","10,000
					
# Food Booths: 4","25
					
Juried: no
					
Prize Money: na","Try Hops LLC","null"
"1672474166-458","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26080/Cloverdale-Oregon/Festivals/Clovers-Day-Celebration","https://festivalnet.com/fairs-festivals/Oregon?page=5","Clover's Day Celebration","July 2023","Updated 6/9/2022","Downtown Cloverdale","Cloverdale","OR","97112","/festival-community/image.php?mode=fno_event_image&band_id=68813&fno_event_id=26080&width=480&height=crop&theme=Sage","34455 US 101 S, Cloverdale, OR 97112","500
					
# Food Booths: local","tba
					
Juried: no
					
Prize Money: na","Clover's Day Celebration","null"
"1672474169-459","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/57828/Roseburg-Oregon/Festivals/Summer-Arts-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=5","Summer Arts Festival","June 2023","Updated 6/14/2022","Fir Grove Park","Roseburg","OR","97471","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FineArtCraft%2Ffestival%2Cspring.jpg","1624 W. Harvard Avenue, Roseburg, OR 97471","children's activities and entertainment,  community art project,  pottery demonstrations","10,000
					
# Food Booths: 10","Umpqua Valley Arts Association","null"
"1672474172-460","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30611/Rogue-River-Oregon/Specialty-Theme-Events/Rogue-River-National-Rooster-Crow","https://festivalnet.com/fairs-festivals/Oregon?page=5","Rogue River National Rooster Crow","June 2023","Updated 5/31/2022","Downtown plaza, city park, school grounds, parking lot, city streets","Rogue River","OR","97537","/festival-community/image.php?mode=fno_event_image&band_id=60499&fno_event_id=30611&width=480&height=crop&theme=Sage","110 Pine Street, Rogue River, OR 97537","parade,  rooster & human crowing contests,  jet boat races,  art show,  kid's arena,  car show","10,000
					
# Food Booths: 22","Rogue River Kiwanis","null"
"1672474175-461","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30607/Tigard-Oregon/Air-Show-Balloon-Festivals/Tigard-Festival-of-Balloons","https://festivalnet.com/fairs-festivals/Oregon?page=5","Tigard Festival of Balloons","June 2023","Updated 5/31/2022","Cook Park","Tigard","OR","97224","/festival-community/image.php?mode=fno_event_image&band_id=62362&fno_event_id=30607&width=480&height=crop&theme=Sage","17005 Southwest 92nd Avenue, Tigard, OR 97224","hot air balloons,  night glows,  soccer tournament,  beer garden,  carnival","18,000
					
# Food Booths: 10","Tigard Festival of Balloons","null"
"1672474178-462","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/12298/Salem-Oregon/World-Music-Festivals/World-Beat-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=5","World Beat Festival","June 2023","Updated 6/6/2022","Riverfront Park","Salem","OR","97301","/festival-community/image.php?mode=fno_event_image&band_id=12298&fno_event_id=12298&width=480&height=crop&theme=Sage","200 Water Street NE, Salem, OR 97301","parades,  cooking demonstrations,  hands‑on crafts for children,  dragon boat races,  & more!","30,000
					
# Food Booths: 20","Salem Multicultural Institute","null"
"1672474180-463","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/83957/Hillsboro-Oregon/Specialty-Theme-Events/Salute-to-Veterans-Car-Motorcycle-Show","https://festivalnet.com/fairs-festivals/Oregon?page=5","Salute to Veterans Car & Motorcycle Show","June 2023","Updated 2/11/2022","Washington County Fair Complex","Hillsboro","OR","97124","/festival-community/image.php?mode=fno_event_image&band_id=472329&fno_event_id=83957&width=480&height=crop&theme=Sage","873 NE 34th Avenue, Hillsboro, OR 97124","food,  vendors,  trophies,  classic tracks dj,  corral creek blue grass band,  huge raffle,  50/","3,500
					
# Food Booths: local","Veteran Car Show, OPVA","null"
"1672474183-464","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/93604/Brooks-Oregon/Antiques-Collectibles-Shows/Antiques,-Collectibles-and-Old-Iron-Swap-Meet","https://festivalnet.com/fairs-festivals/Oregon?page=5","Antiques, Collectibles and Old Iron Swap Meet","June 2023","Updated 5/23/2022","Powerland Heritage Park","Brooks","OR","97303","/festival-community/image.php?mode=band_image&band_id=542975&width=480&height=crop&theme=Sage","3995 Brooklake Road, Brooks, OR 97303","150
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Branch 15 Edge&Ta","null"
